,Lyrics,Show,Song Name
10,"Inch by inch, row by row
Gonna make this garden grow
All it takes is a rake and a hoe
And a piece of fertile ground
Inch by inch, row by row
Someone bless these seeds I sow
Someone warm them from below
'Til the rain comes tumbling down Pulling weeds and pickin' stones
Man is made from dreams and bones
Feel the need to grow my own
'Cause the time is close at hand
Grain for grain, sun and rain
Find my way in nature's chain
To my body and my brain
To the music from the land Inch by inch, row by row
Gonna make this garden grow
All it takes is a rake and a hoe
And a piece of fertile ground
Inch by inch, row by row
Someone bless these seeds I sow
Someone warm them from below
'Til the rain comes tumbling down Plant your rows straight and long
Thicker than with pray'r and song
Mother Earth will make you strong
If you give her love and care
Old crow watchin' hungrily
From his perch in yonder tree
In my garden I'm as free
As that feathered thief up there Inch by inch, row by row
Gonna make this garden grow
All it takes is a rake and a hoe
And a piece of fertile ground
Inch by inch, row by row
Someone bless the seeds I sow
Someone warm them from below
'Til the rain comes tumbling down 'Til the rain comes tumbling down",Sesame Street,Sesame Street The Garden Song lyrics
11,"Inch by inch
Row by row
Gonna make this garden grow
All it takes is a rake and a hoe
And a piece of fertile ground
Inch by inch
Row by row
Someone bless these seeds I sow
Someone keep them safe below
Till the rains come a-tumblin' down Slug by slug, weed by weed
Boy this garden's got me t'd
All the insects come to feed
On my tomato plants Sunburt face, skinned up knees
The kitchen's chocked with zucchinis
I'm shopping at the A&P's
Next time I get the chance Old crow watching from a tree
He's got his hungry eye on me
In my garden I'm as free
As that feathered thief up there",Sesame Street,Sesame Street The Garden Song (arlo Guthrie Version) lyrics
12,"Announcer: Please rise for the Grouch Anthem. Oscar: No, no, no. For the Grouch Anthem, you stay sitting down. Down in front there! Now brace yourself, I'm gonna sing: Grouches of the world unite!
Stand up for your grouchly rights!
Don't let the sunshine spoil the rain
Just stand up and complain (heheheh) Let this be the grouches' cause:
Point out everybody's flaws!
Something is wrong with everything
Except the way I sing! (Cue Grouch Choir ooing in the background) Spoken:
You know what's right with this world? Nuttin!
You know what gets me hot under the collar? You name it!
And the next time some goody-two-shoes smiles and tells you to have a nice day, just remember: Sung:
Don't let the sunshine spoil the rain,
Just stand up and complain!
Just stand up and complain!",Sesame Street,Sesame Street The Grouch Anthem lyrics
13,"Orange Grouch: Gliding through a smelly swamp
Where mosquitoes come to romp Oscar: The fun of being first to see
The fungus on a rotten tree Grey-Green Grouch: Steamy Jungles Orange Grouch: Icy Peaks! Girl Grouch: Not a decent meal in weeks! All: We go where we have never gone before
To explore, explore, explore! Girl Grouch: Soggy nights in leaky tents Orange Grouch: Attending cultural events Oscar: Riding camels through the heat Grey-Green Grouch: Feeling cranky, feeling beat Girl Grouch: Broiling in the midday sun All: Is sweaty, sticky, grouchy fun!
We go where we have never gone before
To explore, explore, explore! Oscar: Travelling the world we see
Grouches who live differently Orange Grouch: But everywhere they get their kicks Girl Grouch: From all the same revolting tricks! Grey-Green Grouch: In Spain or France or Birmingham
They all have ways to holler - All: Scram!
We go where we have never gone before
We explore, explore, explore!",Sesame Street,Sesame Street The Grouch Explorers Song lyrics
14,"If you wake up in the morning mean and grumpy
And you frown at ev'rybody that you see
If you like your oatmeal nice and cold and lumpy
Then you're a grouch like me If you love it when it's wet and cold and raining
And the music that you like is all off key
If you're happiest whenever you're complaining
Then you're a grouch like me If you hate it when your grandma kisses you
You know what? Well me, too!
If you love to see a garbage truck roll by
You know what? So do I!
And if you think a great big pile of trash is pretty
And that ice cream is yucchy as can be
If you can't stand a cuddly little kitty, then you're a grouch like me If you hate it when your grandma kisses you
You know what? Well me, too!
If you love to see a garbage truck roll by
You know what? So do I!
And if you think a great big pile of trash is pretty
And that ice cream is yucchy as can be
If you can't stand a cuddly little kitty
And you'd like to chase her up the nearest tree
Then you can be pretty sure that you're a grouch like me",Sesame Street,Sesame Street The Grouch Song lyrics
15,"Big Bird: Is everybody ready? All of the other Muppets: Yeah! Big Bird: What's the next letter of the alphabet? All of the other Muppets: ""H""! Big Bird: O.K. Let's everyone sing this one. Here we go. (Music starts) The letter ""H"" song with all those funny words that start up with a ""huh"" sound. Harvey Kneeslapper, you go first. Harvey: O.K. Here it goes. (laughs) Great.
A hamster ate a handkerchief, a hammer and a hoe
He ate a hundred herring and a hawk who said ""Hello""
This hamster ate a pickle jar, a house and then a log
And then he got the hiccups and he turned into a hog!
(Harvey laughs) Harvey, Herry, Big Bird: Ha ha ha ha ho ho hee
That's about as funny as it can be
Hee hee hee hee ha ha ho
""H"" is the letter that we love so! Harvey: O.K., Herry. It's your turn. Herry: Got it now. Here we go.
A horse named Harvey Highersoup was hiking up the hill
And then he met a halibut who went to Honkerville
He had to play harmonica, and honked another horn
So they hooted and they honked until the night became the morn
(laughs) I like that! Harvey, Herry, Big Bird: Ha ha ha ha ho ho hee
That's about as funny as it can be
Hee hee hee hee ha ha ho
""H"" is the letter that we love so! Herry: O.K., Big Bird. Go!
Big Bird: O.K. Listen to this. (giggles)
Oh, Henry Hippopotamus went hopping in the air
Until he hit a table and got honey on his hair
This handsome hippopotamus, I strongly must confess,
Was not a hippopotamus, but a ""hippo-pot-a-mess""!
(Big Bird laughs) Harvey, Herry: Awwwww! Harvey, Herry, Big Bird: Ha ha ha ha ho ho hee
That's about as funny as it can be
Hee hee hee hee ha ha ho
""H"" is the letter that we love so! (Music ends) (All of the Muppets cheer)",Sesame Street,Sesame Street The Ha-ha-ha Song lyrics
16,"If you feel lonely and you need a friend
I know a place on which you can depend
A place that's quiet and always near by
And you know there No one's a stranger, the door's open wide
And what good things you'll find waiting inside
The smiles, the kindness, all troubles behind
When you go there You're on the happiest street in the world
The happiest street in the beautiful world
A place to be on, a place to be free
For you and for me Yes it's the happiest street in the world
The happiest street in the wonderful world
Wherever I ever go, the happiest street I know You're on the happiest street in the world
The happiest street in the beautiful world Wherever I ever go, the happiest street I know Sometimes you worry, you're down on your fears
But, when you're with us, those thoughts disappear
We'll be together, our friendship will grow
So, you see here The sun's always shining, the sky's always blue
And someone loving is waiting for you
It's not so far from the place that you are
Please come be here 'Cause it's the happiest street in the world
The happiest street in the wonderful world
Wherever I ever go, the happiest street I know You're on the happiest street in the world
The happiest street in the beautiful world
Wherever I ever go, the happiest street I know",Sesame Street,Sesame Street The Happiest Street In The World lyrics
17,"(spoken) Kermit: Hi-oh, this is Kermit The Frog here and I'm in a doctor's office, where I'm here to get a medical checkup. That's why I'm wearing this strange, kind of garment thing. (the doctor walks in the door behind Kermit and he looks rather froglike, I must say) Doctor: Oh, hi, Kermit. Kermit: Hi, Doc. Doctor: Now let's get started. Kermit: Okay. Doctor: Okay? First of all, we're going to use this stethoscope here to listen to your heart. Kermit: Ooooo. Doctor: Yup. (places stethoscope on Kermit's chest) Here we go. (we now hear the loud beating of his heart) Take a deep breath. (Kermit does) Okay, breathe out. (He does) Ahhhh. Kermit: What's it sound like? Doctor: Oh, groovy! Kermit: Groovy?! Doctor: Perfect, beautiful! I mean, Kermit, the sound of your heart is music to my ears. (right on cue, the music starts, the beat sounding like a heart. As the doc starts to sing, two frog-like nurses pop up from behind the table to Kermit's right and Kermit's left foot starts tapping in the air) (sung) Doctor and Nurses: Oh, baby, baby, listen to the heart of a frog
Yeah, baby, baby, listen to the heart of a frog Nurses: (as doc sticks stethoscope on Kermit's chest again)
It goes (thump-thump, thump-thump)
It goes (thump-thump, thump-thump) Doctor: So if you hear (turns to look at clock)
(tick tock, tick tock)
That's a clock tick-tocking
If you hear (knocks heard on door, a nurse opens it)
That is someone knocking (a puppy dog walks in the open door)
If you hear
(bark-bark, bark-bark-bark)
That's a barking dog
But (stethoscope against Kermit's chest)
(thump-thump, thump-thump)
Is the heart of a frog Doctor and Nurses: Oh, baby, baby, listen to the heart of a frog
Yeah, baby, baby, listen to the heart of a frog Doctor: Now if you hear
(crunch, crunch, crunch)
(we see a nurse munching on a carrot)
That's the sound of chewing
If you hear
(mooooooo)
(cow walks in next to chewing nurse)
That's a cow a'mooing
(cow tries to munch carrot)
If you hear
(bark-bark, bark, bark)
(the dog comes in on the nurse's other side)
That's a barking dog
(the nurse spins around as both animals try to grab the carrot)
But
(thump-thump, thump-thump)
Is the heart of a frog All: Oh, baby, baby, listen to the heart of a frog
Yeah, baby, baby, listen to the heart of a frog (thump-thump, thump-thump) Nurses: It goes (thump-thump, thump-thump)
It goes (thump-thump, thump-thump) Doctor: So if you hear
(tweet-tweet, tweet-tweet)
(a bird flies over their heads)
That's a birdie chirping
If you hear
(braaack)
(nurse walks in with baby frog wrapped in a blankie)
That's a baby burping
(braaaack)
If you hear
(bark-bark, bark, bark)
That's a barking dog
But
(thump-thump, thump-thump)
Is the heart of a frog All: Oh, baby, baby, listen to the heart of a frog
Yeah, baby, baby, listen to the heart of a frog (spoken) Doctor: Very good, thank you, thank you one and all. Thank you. Thank you, cow.
(the animals and nurses leave the room)
Okay, Kermit, we've checked your heart, now let's check your ribbet. Say, ""ribbet"" Kermit: Ribbet, ribbet. Doctor: Very good, now, we'll check your hops, so hop off here ... (Kermit scoots over the back of the table, legs flying in the air for a minute, lands standing up) ... very good, now hop for me. Kermit: (hopping) Hop. Doctor: Again. Kermit: Hop. Doctor: Again. Kermit: Hop. Doctor: Again. (fades out as Kermit continues hopping)",Sesame Street,Sesame Street The Heart Of A Frog lyrics
18,"Sesame Street
Miscellaneous
The Honker Duckie Dinger Jamboree
Come on everybody
To a street called Sesame
There's something very silly
That we'd like you all to see
It's the latest, it's the greatest
It's the only place to be
It's the Honker Duckie Dinger Jamboree Take a chance and join us
And I know that you'll agree
Our show may not be fancy
But it's noisy and its free
It's got honks, it's got squeaks, it's got dings, and it's got me
It's the Honker Duckie Dinger Jamboree
The Honker Duckie Dinger Jamboree If you want to be a member of our happy family
Nothing to it, you can do it
If you listen carefully
Clap your hands, tap your toes
Snap your fingers slap your knees At the Honker Duckie Dinger Jamboree
The Honker Duckie Dinger Jamboree",Sesame Street,Sesame Street The Honker Duckie Dinger Jamboree lyrics
19,"Gary-Owens-Voice (GOV) guy comes onscreen, whipping out his lower-case ""i"" from a briefcase and he has a dialogue with a Rude Off-screen Voice (ROV):
GOV: Hi-ho everyone, I bet you don't know what this is.
ROV: It looks like a small L with a ball on top.
GOV: Well, golly-gee, I never thought of it, but it does look something like an L with a ball on top.
ROV: Not something like, exactly like! You have the mind of a flea!
GOV: Quiet down now. This is the letter I. Many words start with the letter I.
ROV: (rudely mocking him) ""Many words start with the letter I!""
GOV: And the one that springs to my mind is -- ""Impolite."" Now we don't want to be impolite. (pause.) That means being rude, or discourteous, or having no manners.
ROV: (smart-alecky): Tell us all about it, bright boy!
GOV: Excuse me. (He walks off-stage; there comes several seconds of a loud scuffle, the suitcase bounces around. The GOV guy returns.) Try not to be impolite. And thank you for your time.",Sesame Street,Sesame Street The I Interview lyrics
